1.0,23.54,70.62,23.54
2.0,24.31,72.94,48.62
4.0,27.55,82.65,110.20
8.0,31.28,93.85,250.27
16.0,31.30,93.90,500.79
32.0,31.30,93.89,1001.54
64.0,31.24,93.73,1999.47
128.0,17.43,52.30,2231.52
256.0,8.99,26.97,2301.58
512.0,4.60,13.79,2353.17
1024.0,2.22,6.67,2278.38
2048.0,1.10,3.30,2249.56
4096.0,0.57,1.71,2334.17
8192.0,0.29,0.87,2388.25
16384.0,0.14,0.43,2332.16
32768.0,0.09,0.26,2814.44
65536.0,0.04,0.11,2449.51
131072.0,0.02,0.06,2825.07
