1.0,0.04,0.02,0.04
2.0,0.07,0.03,0.13
4.0,0.02,0.01,0.07
8.0,0.06,0.03,0.50
16.0,0.03,0.02,0.51
32.0,0.05,0.02,1.50
64.0,0.06,0.03,4.08
128.0,0.02,0.01,2.03
256.0,0.14,0.07,36.60
512.0,0.03,0.02,16.22
1024.0,0.03,0.02,32.37
2048.0,0.06,0.03,117.77
4096.0,0.16,0.09,666.58
8192.0,0.03,0.01,206.17
16384.0,3.76,2.82,61605.70
32768.0,3.78,2.83,123850.92
65536.0,0.74,1.47,48301.29
131072.0,0.72,1.45,94700.20
