1.0,34.08,102.25,34.08
2.0,35.96,107.87,71.91
4.0,44.00,132.00,176.00
8.0,43.87,131.61,350.95
16.0,43.81,131.42,700.93
32.0,43.79,131.38,1401.39
64.0,33.43,100.29,2139.62
128.0,17.44,52.32,2232.19
256.0,8.98,26.95,2299.59
512.0,4.59,13.78,2351.87
1024.0,2.22,6.65,2271.37
2048.0,1.10,3.31,2260.61
4096.0,0.57,1.71,2337.18
8192.0,0.29,0.87,2387.48
16384.0,0.15,0.44,2420.11
32768.0,0.07,0.22,2447.89
65536.0,0.04,0.11,2467.40
131072.0,0.02,0.06,2483.14
