1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.01
4.0,0.00,0.00,0.01
8.0,0.00,0.00,0.01
16.0,0.01,0.01,0.13
32.0,0.01,0.01,0.25
64.0,0.01,0.01,0.50
128.0,0.01,0.01,0.99
256.0,0.02,0.02,4.01
512.0,0.01,0.01,4.01
1024.0,0.01,0.01,7.98
2048.0,0.01,0.01,22.49
4096.0,0.01,0.01,45.08
8192.0,0.01,0.01,106.04
16384.0,0.01,0.01,141.45
32768.0,0.00,0.01,141.45
65536.0,0.00,0.00,23.58
131072.0,0.00,0.00,282.90
