1.0,102.15,102.15,102.15
2.0,115.72,115.73,231.45
4.0,117.32,117.32,469.27
8.0,116.93,116.93,935.42
16.0,104.51,104.52,1672.15
32.0,59.40,59.42,1900.84
64.0,32.50,32.52,2080.23
128.0,17.32,17.34,2217.34
256.0,9.24,9.26,2365.05
512.0,4.85,4.87,2485.58
1024.0,2.47,2.49,2528.96
2048.0,1.27,1.29,2608.96
4096.0,0.72,0.74,2935.46
8192.0,0.41,0.43,3350.70
16384.0,0.21,0.25,3449.11
32768.0,0.12,0.14,3958.86
65536.0,0.04,0.07,2349.36
131072.0,0.02,0.04,2649.82
